date,song_id,entries,exits,churn_rate,month
2025-08-16,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'ADIVINO by Myke Towers & Bad Bunny', 'BADGYAL by SAIKO', 'Ohnana by Kapo', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Thalía - Remix by Cyril Kamer & Rvfv & Polimá Westcoast', 'Vacile by Yan Block', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'TU$$I (with Dei V) by YOVNGCHIMI', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'Doblexxó by J Balvin', 'SI NO ES CONTIGO by Cris Mj', 'YO LO SOÑÉ by SAIKO', 'Goteras by Omar Montes & JC Reyes', 'Mi Luz (ft. Rels B) by Rvfv', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'Diabólica by Cris Mj', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'APAGA EL CEL by FloyyMenor', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'Sport+ RMX by Clarent & Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'Cúrame by Rauw Alejandro', 'La Bachata by Manuel Turizo', 'CRUSH by Sky Rompiendo & Dei V', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",0,0,0.0,2025-08
2025-08-17,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'ADIVINO by Myke Towers & Bad Bunny', 'BADGYAL by SAIKO', 'Ohnana by Kapo', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Thalía - Remix by Cyril Kamer & Rvfv & Polimá Westcoast', 'Vacile by Yan Block', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'El Fin del Mundo by La La Love You', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'Doblexxó by J Balvin', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'Diabólica by Cris Mj', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'APAGA EL CEL by FloyyMenor', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'Sport+ RMX by Clarent & Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'CRUSH by Sky Rompiendo & Dei V', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",4,4,0.08,2025-08
2025-08-18,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'ADIVINO by Myke Towers & Bad Bunny', 'BADGYAL by SAIKO', 'Ohnana by Kapo', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Thalía - Remix by Cyril Kamer & Rvfv & Polimá Westcoast', 'Vacile by Yan Block', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'El Fin del Mundo by La La Love You', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'Doblexxó by J Balvin', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'El Patio by Pepe y Vizio & Delaossa & KIDDO', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'Diabólica by Cris Mj', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'APAGA EL CEL by FloyyMenor', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'Sport+ RMX by Clarent & Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'CRUSH by Sky Rompiendo & Dei V', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",1,1,0.02,2025-08
2025-08-19,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'ADIVINO by Myke Towers & Bad Bunny', 'BADGYAL by SAIKO', 'Ohnana by Kapo', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Thalía - Remix by Cyril Kamer & Rvfv & Polimá Westcoast', 'Vacile by Yan Block', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'El Fin del Mundo by La La Love You', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'Doblexxó by J Balvin', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'El Patio by Pepe y Vizio & Delaossa & KIDDO', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'Diabólica by Cris Mj', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'APAGA EL CEL by FloyyMenor', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'Sport+ RMX by Clarent & Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'CRUSH by Sky Rompiendo & Dei V', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",0,0,0.0,2025-08
2025-08-20,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'ADIVINO by Myke Towers & Bad Bunny', 'BADGYAL by SAIKO', 'Ohnana by Kapo', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Thalía - Remix by Cyril Kamer & Rvfv & Polimá Westcoast', 'Vacile by Yan Block', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', 'OTRA NOCHE by Myke Towers & Darell', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'Doblexxó by J Balvin', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'APAGA EL CEL by FloyyMenor', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'Sport+ RMX by Clarent & Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'CRUSH by Sky Rompiendo & Dei V', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",3,3,0.06,2025-08
2025-08-21,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'ADIVINO by Myke Towers & Bad Bunny', 'BADGYAL by SAIKO', 'Ohnana by Kapo', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Thalía - Remix by Cyril Kamer & Rvfv & Polimá Westcoast', 'Vacile by Yan Block', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', 'OTRA NOCHE by Myke Towers & Darell', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'Doblexxó by J Balvin', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'APAGA EL CEL by FloyyMenor', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'Sport+ RMX by Clarent & Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'CRUSH by Sky Rompiendo & Dei V', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",0,0,0.0,2025-08
2025-08-22,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'ADIVINO by Myke Towers & Bad Bunny', 'BADGYAL by SAIKO', 'Ohnana by Kapo', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Thalía - Remix by Cyril Kamer & Rvfv & Polimá Westcoast', 'Vacile by Yan Block', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', 'OTRA NOCHE by Myke Towers & Darell', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'Doblexxó by J Balvin', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'APAGA EL CEL by FloyyMenor', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'Sport+ RMX by Clarent & Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'CRUSH by Sky Rompiendo & Dei V', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",0,0,0.0,2025-08
2025-08-23,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'ADIVINO by Myke Towers & Bad Bunny', 'BADGYAL by SAIKO', 'Ohnana by Kapo', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Thalía - Remix by Cyril Kamer & Rvfv & Polimá Westcoast', 'Vacile by Yan Block', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', 'OTRA NOCHE by Myke Towers & Darell', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'Doblexxó by J Balvin', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'APAGA EL CEL by FloyyMenor', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'Sport+ RMX by Clarent & Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'CRUSH by Sky Rompiendo & Dei V', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",0,0,0.0,2025-08
2025-08-24,"{'LA REINA by Lola Indigo', 'SEXO DESENFRENADO by Myke Towers', 'Ohnana by Kapo', 'BADGYAL by SAIKO', 'FRÍO by Myke Towers', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'SE ME OLVIDA by Maisak & Feid', 'MEJOR ASÍ by Myke Towers', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', 'OTRA NOCHE (feat. Darell) by Myke Towers', 'Vacile by Yan Block', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'SE TE NOTA (feat. Peso Pluma) by Myke Towers', 'El Fin del Mundo by La La Love You', 'ADIVINO by Myke Towers', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'DINERO y FAMA (feat. Omar Montes) by Myke Towers', 'AUNQUE LLEGUE OTRO (feat. Jay Wheeler) by Myke Towers', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'CACHÉ by Myke Towers', 'YOTULOKO by Omar Montes & Rels B', 'OTRA OPORTUNIDAD by Myke Towers', 'LA MARINA STA MORENA by Figa Flawas', 'LALA by Myke Towers', 'COMPETENCIA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'DIABLITA (feat. YOVNGCHIMI) by Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'La Bachata by Manuel Turizo', 'TAMBIÉN by Myke Towers', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",15,15,0.3,2025-08
2025-08-25,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'Ohnana by Kapo', 'BADGYAL by SAIKO', 'SE ME OLVIDA by Maisak & Feid', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Vacile by Yan Block', 'OTRA NOCHE (feat. Darell) by Myke Towers', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'SE TE NOTA (feat. Peso Pluma) by Myke Towers', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'El Fin del Mundo by La La Love You', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'ADIVINO by Myke Towers', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'La Rizos [Dime Si Le Comento a la Pura] by Las 2K & Chardo Chardemio & Melody Records International', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', 'COMPETENCIA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",9,9,0.18,2025-08
2025-08-26,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'Ohnana by Kapo', 'BADGYAL by SAIKO', 'SE ME OLVIDA by Maisak & Feid', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Vacile by Yan Block', 'OTRA NOCHE (feat. Darell) by Myke Towers', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'El Fin del Mundo by La La Love You', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'ADIVINO by Myke Towers', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'Mi Luz (ft. Rels B) by Rvfv', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'El Patio by Pepe y Vizio & Delaossa & KIDDO', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'La Rizos [Dime Si Le Comento a la Pura] by Las 2K & Chardo Chardemio & Melody Records International', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",2,2,0.04,2025-08
2025-08-27,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'Ohnana by Kapo', 'BADGYAL by SAIKO', 'SE ME OLVIDA by Maisak & Feid', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Vacile by Yan Block', 'OTRA NOCHE (feat. Darell) by Myke Towers', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'El Fin del Mundo by La La Love You', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'ADIVINO by Myke Towers', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'Mi Luz (ft. Rels B) by Rvfv', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'El Patio by Pepe y Vizio & Delaossa & KIDDO', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'La Rizos [Dime Si Le Comento a la Pura] by Las 2K & Chardo Chardemio & Melody Records International', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",0,0,0.0,2025-08
2025-08-28,"{'Manos Rotas by DELLAFUENTE & Morad', 'LA REINA by Lola Indigo', 'Ohnana by Kapo', 'BADGYAL by SAIKO', 'SE ME OLVIDA by Maisak & Feid', 'HAY LUPITA by Lomiiel', 'LUNA by Feid', 'Vacile by Yan Block', 'OTRA NOCHE (feat. Darell) by Myke Towers', 'New Woman (feat. ROSALÍA) by LISA & ROSALÍA', '1000COSAS by Lola Indigo & Manuel Turizo', 'PELIGROSA by FloyyMenor', 'VAGABUNDO by Sebastian Yatra & Manuel Turizo & Beéle', 'El Fin del Mundo by La La Love You', 'Lo Que Tiene by Morad & Beny Jr & Rvfv', 'ADIVINO by Myke Towers', 'SI NO ES CONTIGO by Cris Mj', 'Goteras by Omar Montes & JC Reyes', 'Mi Luz (ft. Rels B) by Rvfv', 'REAL GANGSTA LOVE by Trueno', 'Luna llena by Beny Jr', 'Potra Salvaje by Isabel Aaiún', 'FRIKI by Gonzy', 'UWAIE by Kapo', 'Rapido (with Cris Mj) by Dei V', 'Santa by Rvssian', 'El Merengue by Marshmello', 'Si Antes Te Hubiera Conocido by KAROL G', 'La Rizos [Dime Si Le Comento a la Pura] by Las 2K & Chardo Chardemio & Melody Records International', 'ESKELETO by SAIKO', 'Columbia by Quevedo', 'Tu Silueta by Diegote', 'AMARGURA by KAROL G', 'YOTULOKO by Omar Montes & Rels B', 'LA MARINA STA MORENA by Figa Flawas', 'COMUNA 3 by JC Reyes & The Rudeboyz', 'LALA by Myke Towers', ""X'CLUSIVO - REMIX by Gonzy & SAIKO & Arcángel"", 'Cuando Te Vi | CROSSOVER #5 by Big One & Maria Becerra & Trueno', 'Gata Only by FloyyMenor', 'DIABLITA (feat. YOVNGCHIMI) by Myke Towers', 'LA FALDA by Myke Towers', 'Potra Salvaje - Hard Remix by Isabel Aaiún & Fernando Moreno', 'QLONA by KAROL G', 'WYA REMIX RED by J Abdiel & De La Rose & Yan Block', 'La Bachata by Manuel Turizo', 'Passoa by JHAYCO & Kapo', 'LA CAPI by Myke Towers', 'EL PANTALON - RUMBAS by Omar Montes', 'El Conjuntito by El Bobe & Omar Montes'}",1,1,0.02,2025-08
